partNumber,partId,specificPartName,partGroupName,generalPartName,carModelName,carModelYear,carBrand
04.5044,25219,Комплект ремня ГРМ,Ременный привод,Ременный комплект,Rogue,2020,Nissan
0 450 905 926,25809,Топливный фильтр,Система подачи топлива,Фильтр,A6,2011,Audi
0 451 103 322,25810,Масляный фильтр,Смазывание,Фильтр,Altima,2005,Nissan
04.5284,25220,Комплект ремня ГРМ,Ременный привод,Ременный комплект,Rogue Sport,2022,Nissan
0453-2403,25023,Водяной насос,Охлаждение,Насос,X5,2024,BMW
045449B,25399,"Подвеска, рычаг независимой подвески колеса",Подвеска колеса,Подвеска,Mustang,2005,Ford
045450B,25400,"Подвеска, рычаг независимой подвески колеса",Подвеска колеса,Подвеска,Ranger,2024,Ford
045-851,25777,Прицепное оборудование,Прицепное оборудование,Прицеп,GT-R,2005,Nissan
045-854,25778,Прицепное оборудование,Прицепное оборудование,Прицеп,CR-V,2001,Honda
0459-5203,25024,"Термостат, охлаждающая жидкость",Охлаждение,Термостат,Silverado 2500HD,2004,Chevrolet
047113B,25401,Опора стойки амортизатора,Подвеска колеса,Подшипник,e-Golf,2006,Volkswagen
047269B,25402,"Защитный колпак / пыльник, амортизатор",Подвеска / амортизация,Защитный колпак / пыльник,Malibu,2004,Chevrolet
047401,33574,Противотуманная фара,Освещение,Фара,Golf R,2010,Volkswagen
047639B,25403,"Опора, стабилизатор",Подвеска колеса,Подвеска,Golf R,2010,Volkswagen
04766,31269,Масляный насос,Смазывание,Насос,Fit,2021,Honda
047706B,25404,"Подвеска, рычаг независимой подвески колеса",Подвеска колеса,Подвеска,Yaris,2023,Toyota
048111B,25405,"Пыльник, рулевое управление",Рулевое управление,Пыльник,Edge,2006,Ford
048257B,25406,"Подвеска, двигатель",Подвеска двигателя,Подвеска,X4,2001,BMW
04843,30284,"Подвеска, рычаг независимой подвески колеса",Подвеска колеса,Подвеска,Sonata Hybrid,2010,Hyundai
04848,30285,"Ременный шкив, коленчатый вал",Ременный привод,Ременный шкив,Camaro,2000,Chevrolet
04849,30286,"Уплотняющее кольцо, ступица колеса",Подвеска колеса,Уплотняющее кольцо,Bronco Sport,2020,Ford
04850,30287,"Подвеска, двигатель",Подвеска двигателя,Подвеска,Venue,2004,Hyundai
04851,30288,"Подвеска, двигатель",Подвеска двигателя,Подвеска,Maxima,2011,Nissan
048523B,25407,"Ремкомплект, опора стойки амортизатора",Подвеска колеса,Ремкомплект,Golf GTI,2017,Volkswagen
04854,30289,"Опора, стабилизатор",Подвеска колеса,Подвеска,Spark,2000,Chevrolet
04855,30290,"Тяга / стойка, стабилизатор",Подвеска колеса,Стойка,Atlas,2010,Volkswagen
04.871.911,27178,"Соединительные элементы, система выпуска",Система выпуска ОГ,Соединительные элементы трубопровода,GLC,2005,Mercedes-Benz
04877,30291,"Подвеска, рычаг независимой подвески колеса",Подвеска колеса,Подвеска,Pathfinder,2009,Nissan
04878,30292,"Подвеска, рычаг независимой подвески колеса",Подвеска колеса,Подвеска,7 Series,2012,BMW
04882,30293,Опора стойки амортизатора,Подвеска колеса,Подшипник,Arteon,2013,Volkswagen
04897,30294,"Буфер, амортизация",Подвеска / амортизация,Буфер,e-Golf,2006,Volkswagen
04898,30295,"Подшипник качения, опора стойки амортизатора",Подвеска колеса,Подшипник,Expedition Max,2010,Ford
04.901.69,27179,Катализатор,Система выпуска ОГ,Катализатор,Venue,2004,Hyundai
04997,26020,"Центральный выключатель, система сцепления",Система сцепления,Центральный выключатель,S6,2015,Audi
04998,26021,"Центральный выключатель, система сцепления",Система сцепления,Центральный выключатель,Rogue Hybrid,2023,Nissan
